last_name, first_name,player_id,year,on_base_plus_slg
Kratz, Erik,456124,2019,0.374
Núñez, Eduardo,456488,2019,0.548
Pearce, Steve,456665,2019,0.503
Cain, Lorenzo,456715,2019,0.697
Solano, Donovan,456781,2019,0.816
McCutchen, Andrew,457705,2019,0.835
Upton, Justin,457708,2019,0.725
Maybin, Cameron,457727,2019,0.858
Turner, Justin,457759,2019,0.881
Posey, Buster,457763,2019,0.688
Bruce, Jay,457803,2019,0.784
Votto, Joey,458015,2019,0.768
Gardner, Brett,458731,2019,0.828
Joyce, Matt,459964,2019,0.858
Hundley, Nick,460026,2019,0.59
Braun, Ryan,460075,2019,0.848
Butera, Drew,460077,2019,0.462
Gordon, Alex,460086,2019,0.741
Gómez, Carlos,460576,2019,0.615
Kemp, Matt,461314,2019,0.493
Gonzalez, Gio,461829,2019,0.117
Andrus, Elvis,462101,2019,0.706
Cervelli, Francisco,465041,2019,0.65
Cabrera, Melky,466320,2019,0.712
Sandoval, Pablo,467055,2019,0.82
Ramos, Wilson,467092,2019,0.767
Santana, Carlos,467793,2019,0.912
Parra, Gerardo,467827,2019,0.684
Chacín, Jhoulys,468504,2019,0.41
González, Carlos,471865,2019,0.572
Mercer, Jordy,474568,2019,0.748
Belt, Brandon,474832,2019,0.742
Alonso, Yonder,475174,2019,0.642
Flaherty, Ryan,475247,2019,0.381
Smoak, Justin,475253,2019,0.748
Zimmerman, Ryan,475582,2019,0.736
Hellickson, Jeremy,476451,2019,0.384
Kershaw, Clayton,477132,2019,0.242
Avila, Alex,488671,2019,0.774
Bourjos, Peter,488721,2019,0.223
Brantley , Michael,488726,2019,0.875
Castro, Jason,488771,2019,0.767
Morrison, Logan,489149,2019,0.663
Hernández, Gorkys,491676,2019,0.463
Sucre, Jesús,491696,2019,0.511
Graterol, Juan,492802,2019,0.444
Gurriel, Yuli,493329,2019,0.884
Beckham, Gordon,493596,2019,0.643
Rodríguez, Ronny,500135,2019,0.69
Solarte, Yangervis,500208,2019,0.562
Rojas, Miguel,500743,2019,0.71
Quintana, Jose,500779,2019,0.204
Escobar, Eduardo,500871,2019,0.831
Martínez, José,500874,2019,0.75
Adrianza, Ehire,501303,2019,0.765
Lagares, Juan,501571,2019,0.605
Almonte, Abraham,501659,2019,0.969
Freese, David,501896,2019,1.002
Davis, Khris,501981,2019,0.68
Minor, Mike,501985,2019,0
Archer, Chris,502042,2019,0.298
Pham, Tommy,502054,2019,0.819
Martinez, J.D.,502110,2019,0.94
Negrón, Kristopher,502117,2019,0.631
Samardzija, Jeff,502188,2019,0.28
Leake, Mike,502190,2019,0.139
Reddick, Josh,502210,2019,0.728
Freeman, Mike,502273,2019,0.752
Dyson, Jarrod,502481,2019,0.633
Murphy, Daniel,502517,2019,0.78
Gale, Rocky,502570,2019,0.266
Anderson, Chase,502624,2019,0.268
Goldschmidt, Paul,502671,2019,0.822
Holland, Derek,502706,2019,0.204
Gonzalez, Marwin,503556,2019,0.736
Darvish, Yu,506433,2019,0.208
León, Sandy,506702,2019,0.548
Sanchez, Adrián,506703,2019,0.476
Altuve, Jose,514888,2019,0.903
Hernández, César,514917,2019,0.741
Segura, Jean,516416,2019,0.743
Castro, Starlin,516770,2019,0.736
Marte, Starling,516782,2019,0.845
Pirela, José,517369,2019,0.614
Bettis, Chad,518452,2019,0.286
Bumgarner, Madison,518516,2019,0.458
Centeno, Juan,518542,2019,0.411
Culberson, Charlie,518586,2019,0.731
d'Arnaud, Travis,518595,2019,0.745
Descalso, Daniel,518614,2019,0.521
Dietrich, Derek,518618,2019,0.79
Donaldson, Josh,518626,2019,0.9
Elmore, Jake,518653,2019,0.479
Freeman, Freddie,518692,2019,0.938
Grandal, Yasmani,518735,2019,0.848
Heyward, Jason,518792,2019,0.772
Kelly, Merrill,518876,2019,0.075
LeMahieu, DJ,518934,2019,0.893
Lucroy, Jonathan,518960,2019,0.66
Moreland, Mitch,519048,2019,0.835
Moustakas, Mike,519058,2019,0.845
Pomeranz, Drew,519141,2019,0
Rizzo, Anthony,519203,2019,0.925
Romine, Austin,519222,2019,0.749
Sogard, Eric,519299,2019,0.81
Stanton, Giancarlo,519317,2019,0.895
Thames, Eric,519346,2019,0.851
Vogt, Stephen,519390,2019,0.804
Galvis, Freddy,520471,2019,0.734
Forsythe, Logan,523253,2019,0.678
Flores, Wilmer,527038,2019,0.848
Puello, César,527049,2019,0.74
Teheran, Julio,527054,2019,0.234
LaMarre, Ryan,534606,2019,0.786
Tovar, Wilfredo,541600,2019,0.492
García, Avisaíl,541645,2019,0.796
Pérez, Hernán,541650,2019,0.641
Inciarte, Ender,542255,2019,0.74
Ozuna, Marcell,542303,2019,0.8
Villar, Jonathan,542340,2019,0.792
Ortega, Rafael,542364,2019,0.578
Adames, Cristhian,542436,2019,0.739
Santana, Danny,542454,2019,0.858
Aguilar, Jesús,542583,2019,0.714
Beckham, Tim,542921,2019,0.754
Berti, Jon,542932,2019,0.754
Broxton, Keon,542979,2019,0.517
Chatwood, Tyler,543022,2019,0.489
Crawford, Brandon,543063,2019,0.654
Cron, C.J.,543068,2019,0.78
Davis, Taylor,543089,2019,0.583
DeSclafani, Anthony,543101,2019,0.218
Dickerson, Alex,543105,2019,0.821
Federowicz, Tim,543148,2019,0.559
Galloway, Isaac,543194,2019,0.352
Gomes, Yan,543228,2019,0.705
Gray, Sonny,543243,2019,0.384
Grossman, Robbie,543257,2019,0.682
Harrison, Josh,543281,2019,0.481
Hendricks, Kyle,543294,2019,0.36
Herrmann, Chris,543302,2019,0.554
Hicks, Aaron,543305,2019,0.768
Hicks, John,543308,2019,0.619
Higashioka, Kyle,543309,2019,0.675
Hosmer, Eric,543333,2019,0.735
Joseph, Caleb,543376,2019,0.513
Joseph, Corban,543377,2019,0.441
Kipnis, Jason,543401,2019,0.714
Lavarnway, Ryan,543432,2019,1.038
Lyles, Jordan,543475,2019,0.217
Mahtook, Mikie,543484,2019,0.08
McCann, James,543510,2019,0.788
Melville, Tim,543532,2019,0.5
Miller, Brad,543543,2019,0.894
Nola, Austin,543592,2019,0.796
Rendon, Anthony,543685,2019,1.01
Roark, Tanner,543699,2019,0.425
Semien, Marcus,543760,2019,0.891
Shaw, Travis,543768,2019,0.551
Shuck, JB,543776,2019,0.594
Springer, George,543807,2019,0.974
Strange-Gordon, Dee,543829,2019,0.663
Vázquez, Christian,543877,2019,0.797
Wong, Kolten,543939,2019,0.784
Gregorius, Didi,544369,2019,0.717
Garcia, Leury,544725,2019,0.688
Strasburg, Stephen,544931,2019,0.422
Vargas, Ildemaro,545121,2019,0.712
Bauer, Trevor,545333,2019,0.396
Grichuk, Randal,545341,2019,0.737
Marisnick, Jake,545350,2019,0.7
Stassi, Max,545358,2019,0.378
Trout, Mike,545361,2019,1.083
Herrera, Odúbel,546318,2019,0.629
Alford, Anthony,546990,2019,0.519
Almora , Albert,546991,2019,0.652
Ruiz, Rio,547004,2019,0.682
Delmonico, Nicky,547170,2019,0.551
Wolters, Tony,547172,2019,0.666
Lorenzen, Michael,547179,2019,0.596
Harper, Bryce,547180,2019,0.882
Pérez, Roberto,547379,2019,0.773
Ryu, Hyun Jin,547943,2019,0.453
Martin, Leonys,547982,2019,0.619
Abreu, José,547989,2019,0.833
Stripling, Ross,548389,2019,0.377
Díaz, Elias,553869,2019,0.603
Narváez, Omar,553882,2019,0.813
Astudillo, Willians,553902,2019,0.678
Suárez, Eugenio,553993,2019,0.93
Wheeler, Zack,554430,2019,0.56
Polanco, Gregory,570256,2019,0.726
Santana, Domingo,570267,2019,0.77
González, Erik,570481,2019,0.618
Urshela, Gio,570482,2019,0.889
Sánchez, Yolmer,570560,2019,0.639
Ureña, José,570632,2019,0.05
Schoop, Jonathan,570731,2019,0.777
Adams, Matt,571431,2019,0.741
Altherr, Aaron,571437,2019,0.3
Arenado, Nolan,571448,2019,0.962
Barnhart, Tucker,571466,2019,0.708
Baron, Steven,571467,2019,0.5
Bour, Justin,571506,2019,0.623
Corbin, Patrick,571578,2019,0.24
Farmer, Kyle,571657,2019,0.689
Freitas, David,571679,2019,0.317
Gennett, Scooter,571697,2019,0.568
Goodwin, Brian,571718,2019,0.796
Hamilton, Billy,571740,2019,0.564
Haniger, Mitch,571745,2019,0.777
Hernández, Enrique,571771,2019,0.715
Holt, Brock,571788,2019,0.771
Lamb, Jake,571875,2019,0.676
Maile, Luke,571912,2019,0.44
Matz, Steven,571927,2019,0.509
Mikolas, Miles,571945,2019,0.289
Muncy, Max,571970,2019,0.889
Murphy, John Ryan,571974,2019,0.659
Myers, Wil,571976,2019,0.739
Naquin, Tyler,571980,2019,0.792
Owings, Chris,572008,2019,0.442
Phegley, Josh,572033,2019,0.693
Piscotty, Stephen,572039,2019,0.721
Pollock, AJ,572041,2019,0.795
Rickard, Joey,572073,2019,0.669
Seager, Kyle,572122,2019,0.789
Taylor, Michael A.,572191,2019,0.669
Voit, Luke,572228,2019,0.842
Walker, Christian,572233,2019,0.824
Zunino, Mike,572287,2019,0.544
Goins, Ryan,572365,2019,0.68
Carpenter, Matt,572761,2019,0.726
Dickerson, Corey,572816,2019,0.906
Dozier, Brian,572821,2019,0.77
Garneau, Dustin,572863,2019,0.757
Keuchel, Dallas,572971,2019,0.312
Saladino, Tyler,573135,2019,0.412
Stroman, Marcus,573186,2019,0.086
Yastrzemski, Mike,573262,2019,0.852
Contreras, Willson,575929,2019,0.888
Gyorko, Jedd,576397,2019,0.498
Iglesias, Jose,578428,2019,0.725
Hechavarría, Adeiny,588751,2019,0.742
Torreyes, Ronald,591720,2019,0.423
Osuna, José,591741,2019,0.766
Valera, Breyvic,591971,2019,0.691
Austin, Tyler,592122,2019,0.705
Bryant, Kris,592178,2019,0.903
Canha, Mark,592192,2019,0.913
Casali, Curt,592200,2019,0.742
Castellanos, Nick,592206,2019,0.862
Cowart, Kaleb,592230,2019,0.472
DeShields, Delino,592261,2019,0.672
Drury, Brandon,592273,2019,0.642
Foltynewicz, Mike,592314,2019,0.114
Gamel, Ben,592325,2019,0.71
Gausman, Kevin,592332,2019,0.074
González, Chi Chi,592346,2019,0.084
Goodrum, Niko,592348,2019,0.743
Gray, Jon,592351,2019,0.184
Healy, Ryon,592387,2019,0.745
Holaday, Bryan,592407,2019,0.779
Jones, JaCoby,592444,2019,0.74
Judge, Aaron,592450,2019,0.921
Machado, Manny,592518,2019,0.796
Moran, Colin,592567,2019,0.751
Parker, Jarrett,592620,2019,0.2
Pederson, Joc,592626,2019,0.877
Ravelo, Rangel,592660,2019,0.666
Ray, Robbie,592662,2019,0.146
Realmuto, J.T.,592663,2019,0.821
Renfroe, Hunter,592669,2019,0.778
Rivera, Yadiel,592680,2019,0.475
Rosario, Eddie,592696,2019,0.8
Simmons, Andrelton,592743,2019,0.673
Smith, Caleb,592761,2019,0.529
Smyly, Drew,592767,2019,0.05
Syndergaard, Noah,592789,2019,0.332
Taillon, Jameson,592791,2019,0.5
Velasquez, Vince,592826,2019,0.614
Wilkerson, Stevie,592859,2019,0.669
Williams, Mason,592863,2019,0.624
Williams, Trevor,592866,2019,0.378
Yelich, Christian,592885,2019,1.1
Merrifield, Whit,593160,2019,0.811
Bogaerts, Xander,593428,2019,0.939
Hernández, Marco,593523,2019,0.617
Bonifacio, Jorge,593528,2019,0.881
Alberto, Hanser,593643,2019,0.751
Brito, Sócrates,593647,2019,0.291
Hanson, Alen,593700,2019,0.392
Polanco, Jorge,593871,2019,0.841
Sanó, Miguel,593934,2019,0.922
Herrera, Rosell,594011,2019,0.602
Difo, Wilmer,594694,2019,0.628
Calhoun, Kole,594777,2019,0.792
deGrom, Jacob,594798,2019,0.569
Duvall, Adam,594807,2019,0.882
Eaton, Adam,594809,2019,0.793
Garcia, Greg,594824,2019,0.718
Gosselin, Phil,594838,2019,0.602
Palka, Daniel,594953,2019,0.373
Ponce de Leon, Daniel,594965,2019,0.1
Schebler, Scott,594988,2019,0.475
Eickhoff, Jerad,595191,2019,0.067
Gerber, Mike,595222,2019,0.198
Kiermaier, Kevin,595281,2019,0.676
Knapp, Andrew,595284,2019,0.642
Riddle, JT,595375,2019,0.601
Wallach, Chad,595453,2019,0.708
Alfaro, Jorge,595751,2019,0.737
Profar, Jurickson,595777,2019,0.711
Báez, Javier,595879,2019,0.847
Beede, Tyler,595881,2019,0.276
Bird, Greg,595885,2019,0.55
Cave, Jake,595909,2019,0.806
Gallagher, Cam,595956,2019,0.677
Hedges, Austin,595978,2019,0.563
Heineman, Scott,595981,2019,0.679
Kramer, Kevin,596012,2019,0.45
Lindor, Francisco,596019,2019,0.853
Odor, Rougned,596059,2019,0.722
Slater, Austin,596103,2019,0.75
Smith , Dwight,596105,2019,0.709
Story, Trevor,596115,2019,0.917
Stubbs, Garrett,596117,2019,0.568
Swihart, Blake,596119,2019,0.526
Vogelbach, Daniel,596129,2019,0.78
Weaver, Luke,596133,2019,0.363
Sánchez, Gary,596142,2019,0.841
Cuthbert, Cheslor,596144,2019,0.673
Kepler, Max,596146,2019,0.855
Quinn, Roman,596451,2019,0.668
Franco, Maikel,596748,2019,0.706
García, Robel,596825,2019,0.775
Choi, Ji Man,596847,2019,0.822
Bradley , Jackie,598265,2019,0.738
O'Brien, Peter,598284,2019,0.517
La Stella, Tommy,600303,2019,0.832
Read, Raudy,600466,2019,0.182
Severino, Pedro,600474,2019,0.741
Núñez, Renato,600524,2019,0.771
Arteaga, Humberto,600858,2019,0.488
Candelario, Jeimer,600869,2019,0.643
Pivetta, Nick,601713,2019,0.195
Daza, Yonathan,602074,2019,0.494
Rondon, José,602922,2019,0.543
Ahmed, Nick,605113,2019,0.753
Anderson, Brian,605119,2019,0.81
Barnes, Austin,605131,2019,0.633
Bell, Josh,605137,2019,0.936
Betts, Mookie,605141,2019,0.915
Caratini, Victor,605170,2019,0.795
Cron, Kevin,605196,2019,0.79
Davies, Zach,605200,2019,0.362
Davis, J.D.,605204,2019,0.896
Fisher, Derek,605233,2019,0.657
Garcia, Aramis,605244,2019,0.527
Gore, Terrance,605253,2019,0.715
Houser, Adrian,605288,2019,0.216
Martini, Nick,605361,2019,0.653
Musgrove, Joe,605397,2019,0.424
Nola, Aaron,605400,2019,0.353
Panik, Joe,605412,2019,0.651
Pérez, Michael,605421,2019,0.671
Rodríguez, Dereck,605446,2019,0.344
Ross, Joe,605452,2019,0.255
Skole, Matt,605474,2019,0.511
Smith, Mallex,605480,2019,0.635
Spangenberg, Cory,605486,2019,0.635
Starling, Bubba,605490,2019,0.572
Tilson, Charlie,605508,2019,0.578
Woodruff, Brandon,605540,2019,0.639
Zimmer, Bradley,605548,2019,0.071
Castro, Harold,605612,2019,0.689
Arcia, Orlando,606115,2019,0.633
Tapia, Raimel,606132,2019,0.724
Aquino, Aristides,606157,2019,0.892
Hernández, Teoscar,606192,2019,0.778
Peraza, José,606299,2019,0.631
Marte, Ketel,606466,2019,0.981
Court, Ryan,606956,2019,0.615
Greiner, Grayson,606988,2019,0.559
Haase, Eric,606992,2019,0.368
Nimmo, Brandon,607043,2019,0.782
Peterson, Jace,607054,2019,0.599
Fedde, Erick,607200,2019,0.266
Turner, Trea,607208,2019,0.85
Reed, AJ,607223,2019,0.409
Taylor, Beau,607333,2019,0.7
Smith, Kevan,607345,2019,0.711
Beaty, Matt,607461,2019,0.775
Blandino, Alex,607468,2019,0.781
Freeland, Kyle,607536,2019,0.279
Pillar, Kevin,607680,2019,0.719
Stallings, Jacob,607732,2019,0.707
Travis, Sam,607752,2019,0.656
Williamson, Mac,607776,2019,0.508
Ramírez, José,608070,2019,0.806
Bregman, Alex,608324,2019,1.015
Fried, Max,608331,2019,0.53
Gallo, Joey,608336,2019,0.987
Green, Zach,608339,2019,0.464
Kelly, Carson,608348,2019,0.826
Russell, Addison,608365,2019,0.699
Seager, Corey,608369,2019,0.818
Wacha, Michael,608379,2019,0.361
Williams, Nick,608384,2019,0.441
Winker, Jesse,608385,2019,0.83
Lugo, Dawel,608475,2019,0.652
Márquez, Germán,608566,2019,0.583
Mazara, Nomar,608577,2019,0.787
Murphy, Tom,608596,2019,0.859
Guzmán, Ronald,608597,2019,0.722
Jankowski, Travis,608671,2019,0.432
Mayfield, Jack,608686,2019,0.497
Plawecki, Kevin,608700,2019,0.629
Stamets, Eric,608715,2019,0.222
Voth, Austin,608723,2019,0.222
Mondesi, Adalberto,609275,2019,0.715
Andujar, Miguel,609280,2019,0.271
Cordero, Franchy,614173,2019,0.85
Reyes, Franmil,614177,2019,0.822
Quantrill, Cal,615698,2019,0.195
Barreto, Franklin,620439,2019,0.401
Torrens, Luis,620443,2019,0.599
Urena, Richard,620446,2019,0.597
Robertson, Daniel,621002,2019,0.607
Lopes, Tim,621005,2019,0.719
Martin , Richie,621006,2019,0.582
Swanson, Dansby,621020,2019,0.747
Newman, Kevin,621028,2019,0.799
Taylor, Chris,621035,2019,0.795
Correa, Carlos,621043,2019,0.926
Eflin, Zach,621107,2019,0.34
Buehler, Walker,621111,2019,0.279
Mills, Alec,621219,2019,0.166
Dahl, David,621311,2019,0.877
Strahm, Matt,621381,2019,0.729
Phillips, Brett,621433,2019,0.509
Taylor, Tyrone,621438,2019,1.1
Buxton, Byron,621439,2019,0.827
Brinson, Lewis,621446,2019,0.457
Bolt, Skye,621450,2019,0.382
Duggar, Steven,621453,2019,0.619
Rios, Edwin,621458,2019,1.01
Stewart, DJ,621466,2019,0.698
Ward, Taylor,621493,2019,0.625
Nido, Tomás,621512,2019,0.547
Stewart, Christin,621514,2019,0.693
Bemboom, Anthony,621532,2019,0.349
Wisdom, Patrick,621550,2019,0.377
Moroff, Max,621559,2019,0.426
Wendle, Joey,621563,2019,0.633
Olson, Matt,621566,2019,0.896
Dean, Austin,621573,2019,0.665
Shaw, Chris,622046,2019,0.206
Young, Alex,622065,2019,0.08
Wood, Alex,622072,2019,0.444
Duffy, Matt,622110,2019,0.67
Muñoz, Yairo,622168,2019,0.653
Walton, Donovan,622268,2019,0.504
Castillo, Luis,622491,2019,0.21
Margot, Manuel,622534,2019,0.691
Reyes, Pablo,622569,2019,0.596
Senzatela, Antonio,622608,2019,0.074
Camargo, Johan,622666,2019,0.663
Reyes, Victor,622682,2019,0.767
Hernández, Elieser,622694,2019,0.153
Heineman, Tyler,623168,2019,0.909
Mejias-Brean, Seth,623180,2019,0.803
Velazquez, Andrew,623205,2019,0.299
Bishop, Braden,623323,2019,0.26
Bote, David,623520,2019,0.784
Ramírez, Harold,623912,2019,0.728
Santander, Anthony,623993,2019,0.773
Lin, Tzu-Wei,624407,2019,0.573
Alonso, Pete,624413,2019,0.941
Arroyo, Christian,624414,2019,0.684
Biggio, Cavan,624415,2019,0.793
Conforto, Michael,624424,2019,0.857
Frazier, Adam,624428,2019,0.753
Trevino, Jose,624431,2019,0.655
McGuire, Reese,624512,2019,0.872
Nuñez, Dom,624513,2019,0.643
Puig, Yasiel,624577,2019,0.785
Soler, Jorge,624585,2019,0.923
Sosa, Edmundo,624641,2019,0.65
Mejia, Erick,625510,2019,0.606
Maeda, Kenta,628317,2019,0.542
Heredia, Guillermo,628338,2019,0.669
Kang, Jung Ho,628356,2019,0.617
Urías, Julio,628711,2019,0.558
Ervin, Phillip,640447,2019,0.797
Frazier, Clint,640449,2019,0.806
Meadows, Austin,640457,2019,0.922
Mercado, Óscar,640458,2019,0.761
Peterson, Dustin,640460,2019,0.595
Pinder, Chad,640461,2019,0.706
López, Pablo,641154,2019,0.4
Anderson, Shaun,641312,2019,0.235
Anderson, Tim,641313,2019,0.865
Bauers, Jake,641343,2019,0.683
Bellinger, Cody,641355,2019,1.035
Calhoun, Willie,641432,2019,0.847
Collins, Zack,641470,2019,0.656
Cordell, Ryan,641477,2019,0.645
Crawford, J.P.,641487,2019,0.684
Davis, Jonathan,641505,2019,0.531
Demeritte, Travis,641513,2019,0.629
Dixon, Brandon,641525,2019,0.725
Dozier, Hunter,641531,2019,0.87
Engel, Adam,641553,2019,0.687
Fraley, Jake,641584,2019,0.371
Garver, Mitch,641598,2019,0.995
Guillorme, Luis,641645,2019,0.685
Hampson, Garrett,641658,2019,0.687
Hermosillo, Michael,641684,2019,0.526
Hudson, Dakota,641712,2019,0.174
Keller, Brad,641745,2019,0.347
Lauer, Eric,641778,2019,0.272
Lewis, Kyle,641786,2019,0.885
Locastro, Tim,641796,2019,0.697
Mahle, Tyler,641816,2019,0.232
Mancini, Trey,641820,2019,0.899
Martin, Jason,641829,2019,0.631
McKinney, Billy,641856,2019,0.696
McMahon, Ryan,641857,2019,0.779
Miller, Ian,641878,2019,0.411
Neuse, Sheldon,641914,2019,0.599
O'Neill, Tyler,641933,2019,0.722
Sisco, Chance,642082,2019,0.728
Smith, Dominic,642086,2019,0.88
Tellez, Rowdy,642133,2019,0.742
Thaiss, Matt,642136,2019,0.715
Valaika, Pat,642162,2019,0.572
VanMeter, Josh,642165,2019,0.735
Wade, Tyler,642180,2019,0.692
Wong, Kean,642221,2019,0.334
Mejía, Francisco,642336,2019,0.754
Sierra, Magneuris,642423,2019,0.806
Peralta, Freddy,642547,2019,0.266
Agrazal, Dario,642607,2019,0.178
Rosario, Amed,642708,2019,0.755
Adames, Willy,642715,2019,0.735
Gutiérrez, Kelvin,642721,2019,0.66
Estrada, Thairo,642731,2019,0.732
Leyba, Domingo,642736,2019,0.807
Wynns, Austin,642851,2019,0.518
Benintendi, Andrew,643217,2019,0.774
Brault, Steven,643230,2019,0.778
Cooper, Garrett,643265,2019,0.79
Dubón, Mauricio,643289,2019,0.74
Godley, Zack,643327,2019,0.431
Jansen, Danny,643376,2019,0.639
Kemp, Tony,643393,2019,0.671
Kiner-Falefa, Isiah,643396,2019,0.621
Long , Shed,643418,2019,0.787
McBroom, Ryan,643436,2019,0.721
McNeil, Jeff,643446,2019,0.915
Schwindel, Frank,643524,2019,0.134
Tauchman, Mike,643565,2019,0.865
White, Tyler,643603,2019,0.612
Chang, Yu,644374,2019,0.56
Alcantara, Sandy,645261,2019,0.22
Albies, Ozzie,645277,2019,0.852
Robles, Victor,645302,2019,0.745
Ford, Mike,645801,2019,0.909
Devers, Rafael,646240,2019,0.916
Naylor, Josh,647304,2019,0.718
Soroka, Michael,647336,2019,0.22
Toro, Abraham,647351,2019,0.688
Díaz, Aledmys,649557,2019,0.823
Urías, Luis,649966,2019,0.655
Arraez, Luis,650333,2019,0.838
Jiménez, Eloy,650391,2019,0.828
Torres, Gleyber,650402,2019,0.872
Castro, Willi,650489,2019,0.624
Díaz, Yandy,650490,2019,0.816
Viloria, Meibrys,650619,2019,0.545
Rengifo, Luis,650859,2019,0.685
Allen, Greg,656185,2019,0.636
Bradley, Bobby,656252,2019,0.601
Chapman, Matt,656305,2019,0.848
Chavis, Michael,656308,2019,0.766
Díaz, Isan,656371,2019,0.566
Flaherty, Jack,656427,2019,0.452
Haseley, Adam,656514,2019,0.72
Hilliard, Sam,656541,2019,1.005
Hoffman, Jeff,656546,2019,0.476
Hoskins, Rhys,656555,2019,0.818
Jackson, Alex,656577,2019,0.133
Joe, Connor,656582,2019,0.192
Keller, Mitch,656605,2019,0
Luplow, Jordan,656669,2019,0.923
McKay, Brendan,656713,2019,0.773
Mullins, Cedric,656775,2019,0.337
O'Hearn, Ryan,656811,2019,0.65
Schwarber, Kyle,656941,2019,0.87
Thomas, Lane,657041,2019,1.093
Toussaint, Touki,657053,2019,0
Tucker, Cole,657061,2019,0.627
Verdugo, Alex,657077,2019,0.817
Yamamoto, Jordan,657141,2019,0.139
Zagunis, Mark,657145,2019,0.658
Webb, Logan,657277,2019,0.311
O'Grady, Brian,657434,2019,0.721
DeJong, Paul,657557,2019,0.762
Laureano, Ramón,657656,2019,0.861
Fuentes, Joshua,658069,2019,0.632
Lamet, Dinelson,659275,2019,0.286
Moncada, Yoán,660162,2019,0.915
Ohtani, Shohei,660271,2019,0.848
Acuña , Ronald,660670,2019,0.883
Hoerner, Nico,663538,2019,0.741
Lambert, Peter,663567,2019,0.708
Riley, Austin,663586,2019,0.75
Tucker, Kyle,663656,2019,0.856
Grisham, Trent,663757,2019,0.738
Rodgers, Brendan,663898,2019,0.522
Paddack, Chris,663978,2019,0.238
Lowe, Nathaniel,663993,2019,0.779
Happ, Ian,664023,2019,0.897
France, Ty,664034,2019,0.696
Lowe, Brandon,664040,2019,0.85
Davis, Jaylin,664041,2019,0.493
Bader, Harrison,664056,2019,0.68
Stevenson, Andrew,664057,2019,0.953
Fletcher, David,664058,2019,0.734
Gonsolin, Tony,664062,2019,0.616
Kingery, Scott,664068,2019,0.789
Allen, Austin,664119,2019,0.559
Lucchesi, Joey,664192,2019,0.145
Clarke, Taylor,664199,2019,0.625
Moore, Dylan,664238,2019,0.691
Garlick, Kyle,664247,2019,0.842
Straw, Myles,664702,2019,0.721
Wade , LaMonte,664774,2019,0.723
Zavala, Seby,664874,2019,0.166
Mendick, Danny,664901,2019,0.787
Brown, Seth,664913,2019,0.814
Dini, Nick,664926,2019,0.627
Walsh, Jared,665120,2019,0.605
Tatis , Fernando,665487,2019,0.969
Guerrero , Vladimir,665489,2019,0.772
Soto, Juan,665742,2019,0.949
Lux, Gavin,666158,2019,0.705
Bichette, Bo,666182,2019,0.929
Kieboom, Carter,666198,2019,0.491
Gurriel , Lourdes,666971,2019,0.868
Dugger, Robert,667498,2019,0
Arozarena, Randy,668227,2019,0.891
Rogers, Jake,668670,2019,0.481
Gallen, Zac,668678,2019,0.21
Knizner, Andrew,668800,2019,0.67
Reynolds, Bryan,668804,2019,0.88
Rojas, Josh,668942,2019,0.624
